numero_college,nom_etablissement,note_a_l_ecrit_g,va_de_la_note_g,pourcentage_hors_segpa_hors_ulis,pourcenetage_allemand_lv1,pourcentage_filles,ips,ecart_type_de_l_ips,ep_2022_2023,region_academique
0070006U,Collège Le Laoul,10.2,-0.3,86.451612903225806452000,0.000000000000000000000,47.741935483870967742000,87.9,31.7,REP,AUVERGNE-ET-RHONE-ALPES
0260049M,Collège Jean Zay,10.4,0.2,95.890410958904109589000,0.000000000000000000000,42.465753424657534247000,92.1,38.0,REP,AUVERGNE-ET-RHONE-ALPES
0260978X,Collège Marcel Pagnol,9.7,-0.7,89.937106918238993711000,0.000000000000000000000,52.830188679245283019000,93.5,32.1,REP,AUVERGNE-ET-RHONE-ALPES
0741139L,Collège Jean-Jacques Gallay,9.9,-0.3,88.292682926829268293000,0.000000000000000000000,53.170731707317073171000,85.0,30.6,REP,AUVERGNE-ET-RHONE-ALPES
0382044R,Collège Pablo Picasso,8.9,0.1,93.750000000000000000000,0.000000000000000000000,45.535714285714285714000,78.1,24.1,REP,AUVERGNE-ET-RHONE-ALPES
0383056R,Collège Robert Doisneau,8.6,-0.8,98.319327731092436975000,0.000000000000000000000,49.579831932773109244000,88.3,25.8,HORS EP,AUVERGNE-ET-RHONE-ALPES
0382504R,Collège Georges Brassens,9.7,-0.1,97.058823529411764706000,0.000000000000000000000,61.764705882352941176000,89.4,26.7,HORS EP,AUVERGNE-ET-RHONE-ALPES
0010974D,Collège Victoire Daubié,10.1,-0.4,81.595092024539877301000,0.000000000000000000000,48.466257668711656442000,89.6,30.4,HORS EP,AUVERGNE-ET-RHONE-ALPES
0421919H,Collège Massenet Fourneyron,8.9,-0.4,89.361702127659574468000,0.000000000000000000000,44.680851063829787234000,76.9,25.0,REP,AUVERGNE-ET-RHONE-ALPES
0421688G,Collège Jean Rostand,9.2,-0.1,99.009900990099009901000,0.000000000000000000000,42.574257425742574257000,86.5,31.2,REP+,AUVERGNE-ET-RHONE-ALPES
0691479H,Collège Joliot Curie,9.9,0.5,97.600000000000000000000,0.000000000000000000000,48.000000000000000000000,78.4,26.7,REP,AUVERGNE-ET-RHONE-ALPES
0690060R,Collège Jean Mermoz,10.1,0.7,96.923076923076923077000,0.000000000000000000000,33.846153846153846154000,84.0,26.0,REP,AUVERGNE-ET-RHONE-ALPES
0691669P,Collège Victor Grignard,10.7,0.3,98.657718120805369128000,0.000000000000000000000,57.718120805369127517000,89.3,28.2,REP,AUVERGNE-ET-RHONE-ALPES
0694295U,Collège Alice Guy,9.4,-0.6,99.200000000000000000000,0.000000000000000000000,43.200000000000000000000,87.5,26.9,REP,AUVERGNE-ET-RHONE-ALPES
0692703N,Collège Jean de Verrazane,10.8,1.0,94.845360824742268041000,0.000000000000000000000,37.113402061855670103000,86.8,29.8,REP,AUVERGNE-ET-RHONE-ALPES
0691666L,Collège Aimé Césaire,9.8,0.3,88.721804511278195489000,0.751879699248120301000,45.112781954887218045000,75.7,24.6,REP+,AUVERGNE-ET-RHONE-ALPES
0691799F,Collège Louis Aragon,8.8,-0.9,86.792452830188679245000,0.000000000000000000000,42.138364779874213836000,82.2,25.4,REP,AUVERGNE-ET-RHONE-ALPES
0691645N,Collège Faubert,9.3,-0.2,96.721311475409836066000,0.000000000000000000000,47.540983606557377049000,80.6,28.1,REP,AUVERGNE-ET-RHONE-ALPES
0251397H,Collège les Hautes Vignes,10.3,0.2,100.000000000000000000000,0.000000000000000000000,40.000000000000000000000,81.7,31.9,REP,BOURGOGNE-ET-FRANCHE-COMTE
0700045U,Collège Albert Jacquard,11.4,0.2,91.208791208791208791000,10.439560439560439560000,54.395604395604395604000,98.8,33.8,REP,BOURGOGNE-ET-FRANCHE-COMTE
0390924T,Collège Pré Saint-Sauveur,9.2,-1.7,82.882882882882882883000,0.000000000000000000000,64.864864864864864865000,85.8,29.7,REP,BOURGOGNE-ET-FRANCHE-COMTE
0900017E,Collège de Châteaudun,8.9,-1.7,94.936708860759493671000,0.000000000000000000000,53.164556962025316456000,85.9,31.0,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0211162Z,Collège Gaston Bachelard,10.1,-1.2,73.846153846153846154000,0.000000000000000000000,40.000000000000000000000,101.1,39.6,HORS EP,BOURGOGNE-ET-FRANCHE-COMTE
0580012Y,Collège Noël Berrier,12.4,1.2,100.000000000000000000000,0.000000000000000000000,50.000000000000000000000,103.1,29.4,REP,BOURGOGNE-ET-FRANCHE-COMTE
0580669M,Collège Claude Tillier,10.3,-0.6,79.591836734693877551000,0.000000000000000000000,56.122448979591836735000,97.8,32.5,REP,BOURGOGNE-ET-FRANCHE-COMTE
0580599L,Collège Adam Billaut,9.5,-1.1,93.814432989690721649000,0.000000000000000000000,58.762886597938144330000,97.6,31.7,REP,BOURGOGNE-ET-FRANCHE-COMTE
0711348E,Collège Jean Vilar,10.1,-0.2,100.000000000000000000000,0.000000000000000000000,47.333333333333333333000,94.4,30.5,REP,BOURGOGNE-ET-FRANCHE-COMTE
0710534V,Collège Robert Schuman,9.2,-0.7,89.285714285714285714000,0.000000000000000000000,38.392857142857142857000,79.2,26.4,REP,BOURGOGNE-ET-FRANCHE-COMTE
0710056A,Collège Jean Moulin,9.3,0.8,79.591836734693877551000,0.000000000000000000000,44.897959183673469388000,73.5,23.3,REP,BOURGOGNE-ET-FRANCHE-COMTE
0711323C,Collège Les Épontots,9.0,-0.5,98.461538461538461538000,0.000000000000000000000,50.769230769230769231000,77.7,25.3,REP,BOURGOGNE-ET-FRANCHE-COMTE
0890937K,Collège Marie Noël,10.1,0.2,98.425196850393700787000,0.000000000000000000000,48.031496062992125984000,87.8,28.0,REP,BOURGOGNE-ET-FRANCHE-COMTE
0220054P,Collège Jean Racine,10.9,-0.4,95.419847328244274809000,0.000000000000000000000,37.404580152671755725000,101.8,36.0,REP,BRETAGNE
0291087Z,Collège Max Jacob,10.9,-0.5,85.714285714285714286000,0.000000000000000000000,49.285714285714285714000,89.1,33.2,REP,BRETAGNE
0350708E,Collège Paul Féval,10.3,-1.0,81.756756756756756757000,0.000000000000000000000,45.945945945945945946000,90.1,25.2,REP,BRETAGNE
0560020T,Collège Max Jacob,11.5,0.1,84.313725490196078431000,0.000000000000000000000,56.862745098039215686000,95.6,29.0,REP,BRETAGNE
0562028A,Collège de Tréfaven,9.1,NULL,98.648648648648648649000,6.081081081081081081000,50.675675675675675676000,85.2,30.4,REP,BRETAGNE
0280716B,Collège Pierre et Marie Curie,9.7,-0.2,85.294117647058823529000,0.000000000000000000000,45.098039215686274510000,78.4,23.1,REP+,CENTRE-VAL-DE-LOIRE
0281060A,Collège Martial Taugourdeau,11.2,0.3,96.575342465753424658000,0.000000000000000000000,43.835616438356164384000,98.4,34.5,REP,CENTRE-VAL-DE-LOIRE
0280753S,Collège Nicolas Robert,10.4,0.1,98.666666666666666667000,0.000000000000000000000,49.333333333333333333000,93.1,30.3,HORS EP,CENTRE-VAL-DE-LOIRE
0360496U,Collège Beaulieu,10.7,-0.7,97.761194029850746269000,0.000000000000000000000,48.507462686567164179000,98.6,31.9,HORS EP,CENTRE-VAL-DE-LOIRE
0360541T,Collège Rosa Parks,8.7,0.1,83.495145631067961165000,0.000000000000000000000,46.601941747572815534000,69.2,21.0,REP+,CENTRE-VAL-DE-LOIRE
0370071B,Collège la Rabière,8.8,-0.5,80.681818181818181818000,0.000000000000000000000,46.590909090909090909000,70.3,18.5,REP+,CENTRE-VAL-DE-LOIRE
0370766G,Collège Jacques Decour,10.0,1.7,100.000000000000000000000,0.000000000000000000000,44.000000000000000000000,69.6,22.2,REP+,CENTRE-VAL-DE-LOIRE
0370764E,Collège Jules Ferry,10.9,0.2,100.000000000000000000000,0.000000000000000000000,54.629629629629629630000,93.8,38.0,HORS EP,CENTRE-VAL-DE-LOIRE
0451450G,Collège Jean Mermoz,9.9,0.1,100.000000000000000000000,0.000000000000000000000,46.376811594202898551000,75.6,23.8,REP,CENTRE-VAL-DE-LOIRE
0450055R,Collège Etienne Dolet,9.5,0.0,88.235294117647058824000,0.000000000000000000000,47.712418300653594771000,85.5,31.4,HORS EP,CENTRE-VAL-DE-LOIRE
6200006M,Collège Arthur Giovoni,10.2,-0.2,95.238095238095238095000,0.000000000000000000000,45.833333333333333333000,80.1,31.5,REP,CORSE
7200012A,Collège Saint-Joseph,9.5,-0.2,98.734177215189873418000,0.000000000000000000000,46.835443037974683544000,79.7,23.1,REP+,CORSE
7200612C,Collège Giraud,10.9,-0.8,93.548387096774193548000,0.000000000000000000000,48.387096774193548387000,114.7,33.5,HORS EP,CORSE
0540111C,Collège Jacques Callot,10.4,0.2,97.435897435897435897000,0.000000000000000000000,45.299145299145299145000,85.8,33.9,HORS EP,GRAND-EST
0541515D,Collège Simone de Beauvoir,10.4,0.5,86.885245901639344262000,0.000000000000000000000,42.622950819672131148000,86.5,34.3,REP,GRAND-EST
0570326V,Collège Claudie Haigneré,9.7,0.2,83.333333333333333333000,88.888888888888888889000,53.968253968253968254000,73.5,28.3,REP,GRAND-EST
0573244S,Collège René Cassin,11.8,0.7,85.625000000000000000000,0.000000000000000000000,50.625000000000000000000,97.6,30.0,HORS EP,GRAND-EST
0570069R,Collège Jules Lagneau,9.1,-1.1,96.694214876033057851000,9.917355371900826446000,47.933884297520661157000,81.4,32.3,HORS EP,GRAND-EST
0572166V,Collège Paul Valéry,10.1,-0.6,88.108108108108108108000,0.000000000000000000000,52.972972972972972973000,88.4,31.6,HORS EP,GRAND-EST
0572587C,Collège Jean Jaurès,10.6,0.2,87.500000000000000000000,90.277777777777777778000,40.972222222222222222000,89.6,29.9,REP,GRAND-EST
0080105W,Collège Jules Ferry,10.3,0.7,95.833333333333333333000,0.000000000000000000000,47.916666666666666667000,78.7,26.4,REP,GRAND-EST
0080910W,Collège Turenne,9.1,-0.3,95.238095238095238095000,0.000000000000000000000,60.714285714285714286000,83.7,28.4,HORS EP,GRAND-EST
0100009F,Collège Albert Camus,9.5,-0.2,100.000000000000000000000,0.000000000000000000000,43.055555555555555556000,83.9,28.9,REP+,GRAND-EST
0100019S,Collège de la Villeneuve,9.7,-0.3,92.307692307692307692000,0.000000000000000000000,39.860139860139860140000,87.8,30.9,HORS EP,GRAND-EST
0100947A,Collège Pierre et François Pithou,9.1,-0.8,96.621621621621621622000,9.459459459459459459000,45.270270270270270270000,86.5,33.1,REP,GRAND-EST
0520822L,Collège Cressot,9.6,-0.6,95.555555555555555556000,0.000000000000000000000,51.111111111111111111000,84.7,27.5,REP,GRAND-EST
0520050X,Collège Luis Ortiz,9.1,-0.8,100.000000000000000000000,0.000000000000000000000,51.724137931034482759000,83.0,26.4,REP,GRAND-EST
0510011K,Collège Perrot d'Ablancourt,9.6,-1.3,97.080291970802919708000,23.357664233576642336000,48.905109489051094891000,95.6,33.4,HORS EP,GRAND-EST
0511251H,Collège Joliot-Curie,6.7,-1.8,86.086956521739130435000,0.000000000000000000000,51.304347826086956522000,68.2,18.4,REP+,GRAND-EST
0511254L,Collège François Legros,9.5,-0.5,97.590361445783132530000,5.421686746987951807000,42.771084337349397590000,76.5,28.2,REP,GRAND-EST
0670004R,Collège le Ried,9.2,-0.1,91.878172588832487310000,38.071065989847715736000,48.730964467005076142000,82.8,31.1,HORS EP,GRAND-EST
0680110A,Collège Jean Macé,7.9,-0.5,85.000000000000000000000,41.875000000000000000000,48.125000000000000000000,67.4,19.4,REP+,GRAND-EST
0681395X,Collège François Villon,7.9,-0.1,81.914893617021276596000,26.595744680851063830000,54.255319148936170213000,67.5,19.4,REP+,GRAND-EST
9710072B,Collège Jules Michelet,6.3,-2.1,96.153846153846153846000,0.000000000000000000000,42.307692307692307692000,80.1,25.6,HORS EP,GUADELOUPE
9730125Y,Collège Henri Agarande (Kourou I),8.6,NULL,86.607142857142857143000,0.000000000000000000000,54.910714285714285714000,78.4,32.5,REP+,GUYANE
9730237V,Collège Victor Schoelcher (Kourou II),8.3,NULL,94.444444444444444444000,0.000000000000000000000,46.527777777777777778000,78.8,28.1,REP+,GUYANE
9730192W,Collège Léo Othily,6.6,NULL,86.754966887417218543000,0.000000000000000000000,47.682119205298013245000,71.6,26.2,REP+,GUYANE
9730394R,Collège Arsène Bouyer D'Angoma (Saint-Laurent V),5.3,NULL,95.067264573991031390000,0.000000000000000000000,50.224215246636771300000,70.7,23.1,REP+,GUYANE
0021826Z,Collège Jean Rostand,10.2,-0.1,86.341463414634146341000,0.000000000000000000000,46.829268292682926829000,91.6,29.4,REP,HAUTS-DE-FRANCE
0020024R,Collège Anne de Montmorency,9.6,-0.3,91.596638655462184874000,10.924369747899159664000,39.495798319327731092000,92.9,28.2,REP,HAUTS-DE-FRANCE
0601471Y,Collège Jean Fernel,11.1,0.1,96.987951807228915663000,0.000000000000000000000,54.819277108433734940000,106.8,29.2,HORS EP,HAUTS-DE-FRANCE
0601449Z,Collège Jules Michelet,8.9,-0.3,88.652482269503546099000,0.000000000000000000000,44.680851063829787234000,85.6,26.6,HORS EP,HAUTS-DE-FRANCE
0601191U,Collège du Thelle,10.6,0.0,87.919463087248322148000,10.067114093959731544000,53.691275167785234899000,89.4,29.7,REP,HAUTS-DE-FRANCE
0601178E,Collège Anatole France,10.3,0.5,88.297872340425531915000,0.000000000000000000000,42.553191489361702128000,79.5,26.0,REP+,HAUTS-DE-FRANCE
0601297J,Collège Louis Pasteur,11.7,1.2,77.564102564102564103000,0.000000000000000000000,50.641025641025641026000,93.3,30.6,REP,HAUTS-DE-FRANCE
0601821D,Collège Emile Lambert,10.7,0.2,96.638655462184873950000,14.285714285714285714000,52.941176470588235294000,93.6,29.1,REP,HAUTS-DE-FRANCE
0800029X,Collège Jean Rostand,9.9,0.0,86.451612903225806452000,0.000000000000000000000,46.451612903225806452000,82.9,28.8,REP,HAUTS-DE-FRANCE
0801341Y,Collège Louise Michel,9.0,-0.5,82.258064516129032258000,0.000000000000000000000,52.419354838709677419000,81.0,26.0,REP,HAUTS-DE-FRANCE
0590050J,Collège Josquin des Prés,9.7,0.3,88.976377952755905512000,19.685039370078740157000,55.118110236220472441000,72.9,25.7,REP+,HAUTS-DE-FRANCE
0590200X,Collège Robespierre,9.9,0.6,100.000000000000000000000,0.000000000000000000000,38.317757009345794393000,82.6,25.1,REP,HAUTS-DE-FRANCE
0594879H,Collège Joliot Curie,10.0,0.6,100.000000000000000000000,10.000000000000000000000,57.142857142857142857000,81.2,28.6,REP,HAUTS-DE-FRANCE
0592634T,Collège Antoine de Saint-Exupéry,10.0,0.3,100.000000000000000000000,0.000000000000000000000,48.936170212765957447000,78.3,29.3,REP,HAUTS-DE-FRANCE
0594309N,Collège Pierre de Ronsard,10.1,0.3,86.923076923076923077000,8.461538461538461538000,50.000000000000000000000,73.0,21.1,REP+,HAUTS-DE-FRANCE
0595337F,Collège Jean Rostand,8.8,0.0,91.279069767441860465000,0.000000000000000000000,50.581395348837209302000,78.7,24.8,REP,HAUTS-DE-FRANCE
0595172B,Collège Eugène Thomas,11.9,-0.3,96.280991735537190083000,0.000000000000000000000,43.388429752066115702000,112.8,36.3,HORS EP,HAUTS-DE-FRANCE
0593179K,Collège Claude Lévi-Strauss,10.7,0.8,100.000000000000000000000,17.117117117117117117000,55.855855855855855856000,83.9,33.2,REP,HAUTS-DE-FRANCE
0593235W,Collège Boris Vian,9.2,-0.6,84.375000000000000000000,0.000000000000000000000,37.500000000000000000000,85.8,37.7,REP+,HAUTS-DE-FRANCE
0590155Y,Collège Descartes,11.4,-0.1,98.039215686274509804000,20.588235294117647059000,40.196078431372549020000,99.1,41.5,HORS EP,HAUTS-DE-FRANCE
0596529B,Collège intercommunal Maurice Schumann,9.9,-0.5,98.245614035087719298000,0.000000000000000000000,52.631578947368421053000,89.6,30.9,REP,HAUTS-DE-FRANCE
0590190L,Collège Jean-Baptiste Lebas,7.9,0.7,100.000000000000000000000,0.000000000000000000000,53.153153153153153153000,64.6,18.5,REP+,HAUTS-DE-FRANCE
0594644C,Collège Lavoisier,11.3,0.6,96.116504854368932039000,0.000000000000000000000,42.718446601941747573000,92.3,34.1,HORS EP,HAUTS-DE-FRANCE
0593680E,Collège Chasse Royale,6.1,-1.9,79.761904761904761905000,0.000000000000000000000,51.190476190476190476000,65.8,18.5,REP+,HAUTS-DE-FRANCE
0590238N,Collège Romain Rolland,10.0,0.3,100.000000000000000000000,0.000000000000000000000,53.333333333333333333000,78.8,22.9,REP,HAUTS-DE-FRANCE
0622576N,Collège Vauban,8.2,-0.5,83.018867924528301887000,0.000000000000000000000,51.886792452830188679000,65.4,15.7,REP+,HAUTS-DE-FRANCE
0623919Y,Collège Léonard de Vinci,10.5,0.1,97.478991596638655462000,0.000000000000000000000,56.302521008403361345000,88.5,30.2,HORS EP,HAUTS-DE-FRANCE
0622098U,Collège Emile Zola,11.0,0.6,100.000000000000000000000,0.000000000000000000000,55.555555555555555556000,84.1,27.8,REP,HAUTS-DE-FRANCE
0620096T,Collège Jean Macé,10.1,-0.1,86.440677966101694915000,0.000000000000000000000,44.067796610169491525000,82.9,26.8,REP,HAUTS-DE-FRANCE
0622868F,Collège Jean Jaurès,8.9,0.1,88.805970149253731343000,14.179104477611940299000,45.522388059701492537000,74.4,22.2,REP+,HAUTS-DE-FRANCE
0622239X,Collège Jean de Saint-Aubert,9.6,-0.5,100.000000000000000000000,0.000000000000000000000,43.037974683544303797000,82.0,28.1,REP,HAUTS-DE-FRANCE
0771420A,Collège Beaumarchais,8.8,0.2,88.815789473684210526000,0.000000000000000000000,52.631578947368421053000,75.3,21.2,REP,ILE-DE-FRANCE
0771070V,Collège Fréderic Chopin,9.4,0.3,100.000000000000000000000,0.000000000000000000000,55.434782608695652174000,78.7,25.1,REP,ILE-DE-FRANCE
0772191N,Collège La Boétie,13.0,1.5,100.000000000000000000000,0.000000000000000000000,49.629629629629629630000,103.8,30.4,HORS EP,ILE-DE-FRANCE
0771176K,Collège Jules Verne,11.6,1.4,83.870967741935483871000,11.290322580645161290000,44.354838709677419355000,91.0,29.0,REP,ILE-DE-FRANCE
0772274D,Collège La Grange du Bois,11.7,0.9,97.515527950310559006000,0.000000000000000000000,45.341614906832298137000,100.5,31.0,HORS EP,ILE-DE-FRANCE
0931379U,Collège Pablo Neruda,8.6,-0.2,90.960451977401129944000,11.864406779661016949000,38.983050847457627119000,77.3,24.3,REP+,ILE-DE-FRANCE
0932310F,Collège Christine de Pisan,9.3,0.6,100.000000000000000000000,0.000000000000000000000,47.904191616766467066000,80.8,23.5,REP,ILE-DE-FRANCE
0930900Y,Collège Jean-Pierre Timbaud,8.9,0.7,100.000000000000000000000,0.000000000000000000000,47.204968944099378882000,72.9,21.0,REP,ILE-DE-FRANCE
0931194T,Collège République,9.8,0.6,87.254901960784313725000,0.000000000000000000000,51.960784313725490196000,79.2,21.0,REP+,ILE-DE-FRANCE
0931711E,Collège Jean Renoir,9.4,1.0,100.000000000000000000000,0.000000000000000000000,55.555555555555555556000,84.8,29.7,REP,ILE-DE-FRANCE
0931860S,Collège Pierre Brossolette,8.6,-0.1,99.382716049382716049000,0.000000000000000000000,51.851851851851851852000,80.9,28.5,REP,ILE-DE-FRANCE
0930616P,Collège Romain Rolland,9.3,0.5,97.041420118343195266000,0.000000000000000000000,49.704142011834319527000,73.4,21.2,REP+,ILE-DE-FRANCE
0932366S,Collège Robert Doisneau,8.2,0.4,100.000000000000000000000,0.000000000000000000000,45.222929936305732484000,76.9,21.1,REP+,ILE-DE-FRANCE
0931199Y,Collège Aretha Franklin (ex Paul Langevin),10.0,0.6,96.428571428571428571000,0.000000000000000000000,50.595238095238095238000,82.2,22.8,REP,ILE-DE-FRANCE
0932311G,Collège Théodore Monod,10.2,-0.1,87.074829931972789116000,0.000000000000000000000,48.979591836734693878000,93.9,31.0,HORS EP,ILE-DE-FRANCE
0932580Z,Collège Jacqueline de Romilly,9.8,0.5,98.591549295774647887000,0.000000000000000000000,50.704225352112676056000,85.1,28.0,HORS EP,ILE-DE-FRANCE
0931439J,Collège Marie Curie,11.5,0.6,100.000000000000000000000,0.000000000000000000000,42.941176470588235294000,111.9,40.5,HORS EP,ILE-DE-FRANCE
0931546A,Collège Jean Jaurès,9.2,-0.6,97.814207650273224044000,10.382513661202185792000,48.087431693989071038000,89.6,28.9,REP,ILE-DE-FRANCE
0931211L,Collège Marais de Villiers,9.5,-0.3,100.000000000000000000000,0.000000000000000000000,45.882352941176470588000,88.1,31.0,REP,ILE-DE-FRANCE
0931212M,Collège Lenain de Tillemont,8.0,-0.5,81.651376146788990826000,0.000000000000000000000,41.284403669724770642000,77.6,22.9,REP+,ILE-DE-FRANCE
0931223Z,Collège Gustave Courbet,9.1,0.0,91.836734693877551020000,0.000000000000000000000,57.142857142857142857000,76.3,23.0,REP,ILE-DE-FRANCE
0931231H,Collège Pierre de Geyter,9.3,0.7,100.000000000000000000000,0.000000000000000000000,45.185185185185185185000,86.0,29.8,REP,ILE-DE-FRANCE
0932273R,Collège Iqbal Masih,9.4,0.4,97.080291970802919708000,0.000000000000000000000,46.715328467153284672000,78.2,25.6,REP+,ILE-DE-FRANCE
0931979W,Collège Georges Brassens,9.0,0.6,98.437500000000000000000,12.500000000000000000000,41.145833333333333333000,84.1,27.1,REP,ILE-DE-FRANCE
0931225B,Collège Joliot Curie,9.6,0.8,96.794871794871794872000,8.333333333333333333000,51.923076923076923077000,77.0,22.3,REP+,ILE-DE-FRANCE
0931607S,Collège Jean Jaurès,10.2,0.9,88.343558282208588957000,0.000000000000000000000,46.625766871165644172000,86.4,24.9,REP,ILE-DE-FRANCE
0941095E,Collège Paul Eluard,8.9,-0.1,88.607594936708860759000,0.000000000000000000000,46.202531645569620253000,79.6,22.8,REP,ILE-DE-FRANCE
0941092B,Collège Elsa Triolet,9.7,0.6,100.000000000000000000000,0.000000000000000000000,56.701030927835051546000,78.5,21.1,REP+,ILE-DE-FRANCE
0941299B,Collège Paul Vaillant-Couturier,10.0,0.0,93.119266055045871560000,0.000000000000000000000,45.412844036697247706000,92.9,32.0,REP,ILE-DE-FRANCE
0940787V,Collège Nicolas Boileau,8.5,-0.6,95.876288659793814433000,0.000000000000000000000,57.731958762886597938000,81.9,26.3,REP,ILE-DE-FRANCE
0940003T,Collège Amédée Laplace,9.1,-0.4,100.000000000000000000000,0.000000000000000000000,57.142857142857142857000,83.8,23.3,REP,ILE-DE-FRANCE
0940516A,Collège Fréderic et Irène Joliot-Curie,11.8,0.0,100.000000000000000000000,13.432835820895522388000,52.238805970149253731000,113.1,38.8,HORS EP,ILE-DE-FRANCE
0941296Y,Collège Jean Macé,9.5,0.1,90.441176470588235294000,0.000000000000000000000,50.000000000000000000000,87.8,27.6,REP,ILE-DE-FRANCE
0941099J,Collège Rosa Parks,9.8,0.4,100.000000000000000000000,0.000000000000000000000,50.833333333333333333000,92.0,31.4,REP,ILE-DE-FRANCE
0941044Z,Collège Robert Desnos,9.8,0.5,100.000000000000000000000,0.000000000000000000000,37.404580152671755725000,82.3,24.2,REP+,ILE-DE-FRANCE
0941034N,Collège Joseph Lakanal,9.3,0.2,100.000000000000000000000,0.000000000000000000000,45.454545454545454545000,84.0,26.1,REP,ILE-DE-FRANCE
0753047E,Collège la Grange aux Belles,11.3,-1.1,95.959595959595959596000,0.000000000000000000000,55.555555555555555556000,114.2,40.9,REP,ILE-DE-FRANCE
0753937X,Collège Evariste Galois,10.6,-0.1,98.936170212765957447000,0.000000000000000000000,50.000000000000000000000,92.8,33.6,REP,ILE-DE-FRANCE
0752958H,Collège Boris Vian,9.6,-0.5,96.551724137931034483000,0.000000000000000000000,49.137931034482758621000,93.8,31.1,REP,ILE-DE-FRANCE
0751793S,Collège Maurice Utrillo,10.4,-0.1,97.802197802197802198000,0.000000000000000000000,52.747252747252747253000,87.1,29.4,REP+,ILE-DE-FRANCE
0754706H,Collège Marie Curie,10.2,0.0,96.000000000000000000000,0.000000000000000000000,42.000000000000000000000,103.1,40.0,REP,ILE-DE-FRANCE
0752606A,Collège Georges Méliès,10.0,-0.4,97.959183673469387755000,0.000000000000000000000,61.224489795918367347000,88.3,25.0,REP,ILE-DE-FRANCE
0752556W,Collège Hélène Boucher,11.8,0.6,96.428571428571428571000,0.000000000000000000000,43.750000000000000000000,117.4,39.8,HORS EP,ILE-DE-FRANCE
0755241P,Collège Colette Besson,9.9,0.2,96.551724137931034483000,0.000000000000000000000,44.827586206896551724000,102.5,39.4,REP+,ILE-DE-FRANCE
0910714G,Collège Albert Camus,9.6,0.2,100.000000000000000000000,0.000000000000000000000,44.047619047619047619000,90.7,29.4,HORS EP,ILE-DE-FRANCE
0911443Z,Collège La Nacelle,8.0,-1.0,90.640394088669950739000,0.000000000000000000000,50.246305418719211823000,82.4,24.5,REP,ILE-DE-FRANCE
0912173T,Collège Galilée,9.6,-0.4,95.967741935483870968000,0.000000000000000000000,51.612903225806451613000,90.6,28.1,REP,ILE-DE-FRANCE
0911255V,Collège Albert Camus,10.4,-1.1,87.586206896551724138000,0.000000000000000000000,43.448275862068965517000,116.7,34.4,HORS EP,ILE-DE-FRANCE
0910678T,Collège Jean Macé,9.7,-0.3,100.000000000000000000000,0.000000000000000000000,53.237410071942446043000,84.6,27.5,REP,ILE-DE-FRANCE
0910971L,Collège Les Sablons,9.3,-0.3,89.265536723163841808000,0.000000000000000000000,50.282485875706214689000,86.4,26.6,REP,ILE-DE-FRANCE
0921545E,Collège André Malraux,8.7,-1.1,93.989071038251366120000,0.546448087431693989000,51.366120218579234973000,84.1,26.1,REP,ILE-DE-FRANCE
0921623P,Collège Jean Jaurès,9.3,0.2,98.064516129032258065000,0.000000000000000000000,46.451612903225806452000,85.3,26.2,REP,ILE-DE-FRANCE
0920594W,Collège République,8.9,-1.1,97.500000000000000000000,0.000000000000000000000,50.833333333333333333000,92.0,28.1,REP,ILE-DE-FRANCE
0921940J,Collège Paul Eluard,8.5,-0.9,97.777777777777777778000,0.000000000000000000000,46.666666666666666667000,92.5,28.2,REP,ILE-DE-FRANCE
0921543C,Collège Georges Pompidou,8.6,0.1,88.513513513513513514000,0.000000000000000000000,50.000000000000000000000,86.0,27.0,REP,ILE-DE-FRANCE
0951401G,Collège La Justice,9.1,-0.3,88.636363636363636364000,0.000000000000000000000,50.000000000000000000000,84.7,30.1,REP,ILE-DE-FRANCE
0952036X,Collège Henri Matisse,9.6,0.8,98.675496688741721854000,0.000000000000000000000,54.304635761589403974000,76.6,24.8,REP,ILE-DE-FRANCE
0950895G,Collège Simone Veil,9.9,-0.2,97.794117647058823529000,0.000000000000000000000,50.735294117647058824000,90.7,32.4,REP,ILE-DE-FRANCE
0950037Z,Collège Jean Zay,8.8,-1.0,100.000000000000000000000,9.565217391304347826000,57.391304347826086957000,91.8,27.9,HORS EP,ILE-DE-FRANCE
0951993A,Collège Martin Luther King,8.4,-0.7,98.765432098765432099000,0.000000000000000000000,51.851851851851851852000,68.5,21.0,REP+,ILE-DE-FRANCE
0780856G,Collège L'Agiot,9.8,-1.8,97.902097902097902098000,0.000000000000000000000,48.951048951048951049000,111.1,37.1,HORS EP,ILE-DE-FRANCE
0780255D,Collège Albert Thierry,8.7,-0.8,100.000000000000000000000,0.000000000000000000000,60.740740740740740741000,84.2,25.0,REP,ILE-DE-FRANCE
0781955B,Collège de Gassicourt,8.8,-0.8,93.939393939393939394000,0.000000000000000000000,54.545454545454545455000,81.7,29.4,REP+,ILE-DE-FRANCE
0781977A,Collège Clemenceau,8.0,-0.8,95.454545454545454545000,0.000000000000000000000,34.090909090909090909000,75.7,22.8,REP+,ILE-DE-FRANCE
0780569V,Collège La Vaucouleurs,10.3,0.2,88.125000000000000000000,0.000000000000000000000,43.125000000000000000000,99.3,33.8,HORS EP,ILE-DE-FRANCE
